490,550,680,720,800,900,class
502,628,370,543,233,148,3
562,613,435,445,270,179,3
685,727,500,605,387,192,3
697,918,425,385,249,128,3
583,906,367,228,105,140,3
704,1018,431,310,149,126,3
826,1093,476,212,154,156,3
780,987,452,209,154,106,3
820,1026,426,127,120,98,3
798,1063,474,285,263,205,3
722,912,479,649,371,204,3
561,683,450,478,280,202,3
623,626,473,731,463,216,3
489,525,361,281,196,176,3
636,650,373,276,198,161,3
526,527,357,210,128,146,3
568,813,452,801,510,213,3
546,592,458,657,404,208,3
585,679,399,340,152,124,3
634,755,427,300,103,116,3
618,738,394,288,158,94,3
643,872,354,151,79,105,3
760,1070,423,173,148,101,3
827,1066,413,141,136,102,3
850,988,424,196,75,100,3
917,1194,531,423,308,238,3
1121,1447,585,260,229,185,3
1104,1456,549,232,161,158,3
1117,1527,581,271,251,177,3
1142,1551,582,283,233,172,3
1211,1550,580,237,246,187,3
1152,1499,577,302,147,167,3
1148,1461,543,220,242,166,3
739,1084,479,287,192,180,3
745,977,482,205,227,227,3
776,1042,486,294,194,203,3
711,934,479,426,247,203,3
580,636,389,391,251,201,3
571,521,390,481,346,302,3
568,638,430,1094,860,590,3
544,576,410,726,663,618,3
507,518,368,390,319,233,3
536,698,437,267,249,183,3
412,452,346,516,339,187,3
421,1137,346,2196,2273,1612,3
473,602,406,675,459,249,3
564,782,425,527,254,192,3
615,787,478,707,387,115,3
696,800,397,407,201,129,3
767,832,426,311,173,109,3
709,1009,422,203,168,118,3
859,1181,435,198,157,164,3
725,924,353,125,77,95,3
1092,1287,661,507,373,294,3
903,1236,571,449,331,274,3
891,1128,516,365,268,240,3
953,1192,589,457,313,250,3
1041,1475,579,261,207,245,3
1099,1431,595,284,333,254,3
786,1153,460,281,208,235,3
886,1149,459,277,202,231,3
1118,1486,596,272,199,226,3
1136,1471,566,256,253,218,3
1087,1466,564,204,185,210,3
992,1227,521,257,181,202,3
878,1157,516,250,281,201,3
1101,1434,582,245,274,312,3
1122,1529,565,241,264,186,3
1088,1408,591,286,219,187,3
1121,1469,585,261,158,176,3
1223,1524,587,332,224,215,3
1163,1444,629,288,193,233,3
1152,1502,585,308,157,169,3
730,1090,459,313,243,180,3
744,943,441,287,229,160,3
725,928,469,329,191,184,3
742,941,398,237,199,172,3
555,683,403,348,258,168,3
516,597,413,1189,864,349,3
556,880,426,896,631,198,3
536,739,384,322,191,115,3
646,868,422,403,221,107,3
782,1036,523,400,234,160,3
692,884,356,138,136,99,3
742,863,370,123,105,86,3
723,1009,354,123,61,98,3
944,1180,527,403,310,250,3
968,1198,546,447,299,273,3
909,1093,539,442,289,260,3
1014,1113,576,397,317,289,3
934,1169,513,436,269,248,3
897,1158,524,376,273,193,3
988,1245,562,407,299,239,3
653,1025,449,372,316,301,3
824,1217,515,318,264,259,3
997,1341,537,324,242,271,3
963,1270,540,313,228,265,3
1045,1358,568,310,266,265,3
964,1229,536,286,225,264,3
932,1362,537,306,222,259,3
1089,1391,578,303,275,255,3
1144,1577,611,382,329,255,3
1104,1377,540,361,218,247,3
1172,1603,610,295,216,243,3
1024,1320,543,321,236,239,3
1129,1429,540,286,209,233,3
984,1331,537,280,212,224,3
1068,1397,566,276,239,219,3
1183,1593,632,316,255,211,3
1039,1281,542,260,186,204,3
1088,1446,598,283,181,205,3
1195,1683,658,331,278,193,3
1182,1535,606,284,272,188,3
1169,1576,597,325,213,180,3
1229,1568,655,317,262,284,3
1198,1547,625,281,206,176,3
1209,1648,612,308,210,208,3
756,1102,455,314,248,170,3
680,822,447,297,233,217,3
618,842,477,357,261,212,3
613,877,471,647,358,189,3
641,719,529,632,409,242,3
475,531,392,409,332,273,3
618,832,481,1039,747,257,3
594,629,412,365,225,174,3
700,994,504,568,358,178,3
712,1032,454,295,147,140,3
624,985,395,150,140,96,3
827,1029,363,160,112,102,3
1002,1119,564,454,329,295,3
989,1282,560,444,326,257,3
933,1270,559,433,366,328,3
909,1203,547,424,303,285,3
909,1145,542,387,287,269,3
890,1159,536,415,294,260,3
956,1148,557,429,327,259,3
949,1217,546,388,315,265,3
941,1197,581,346,314,241,3
938,1211,576,412,274,259,3
722,994,455,320,299,287,3
1183,1464,623,361,316,280,3
933,1313,532,323,245,256,3
852,1143,503,330,243,270,3
548,848,413,319,293,233,3
686,1019,425,317,260,252,3
658,1003,472,407,341,278,3
605,867,418,337,264,245,3
657,977,412,425,309,269,3
696,1026,446,389,327,287,3
796,1181,476,326,362,268,3
957,1363,604,335,245,272,3
930,1251,535,326,277,270,3
1102,1504,619,322,243,269,3
1125,1499,608,320,235,268,3
1042,1336,564,295,233,265,3
813,1144,457,347,233,262,3
1166,1606,621,327,309,267,3
1278,1651,624,360,350,256,3
1288,1632,669,372,346,288,3
1246,1612,693,352,274,248,3
1170,1526,622,365,297,241,3
1097,1515,579,294,270,234,3
1173,1589,620,336,320,232,3
1198,1625,670,456,344,343,3
941,1261,516,361,262,259,3
723,1131,470,273,193,204,3
1117,1434,580,263,222,200,3
1059,1410,537,275,273,220,3
1185,1654,640,290,182,190,3
1199,1609,651,330,270,293,3
1256,1646,669,328,264,258,3
910,1211,509,370,260,269,3
751,1068,497,363,255,194,3
706,1018,468,383,285,241,3
629,766,484,473,333,224,3
672,778,490,544,344,253,3
513,650,471,1229,934,401,3
525,416,397,481,350,206,3
633,805,480,683,432,195,3
655,975,493,744,369,58,3
733,952,444,213,129,125,3
722,910,393,123,90,94,3
825,1065,394,173,155,139,3
1008,1225,574,459,363,310,3
965,1187,529,497,323,302,3
946,1206,599,453,338,291,3
1017,1183,555,468,352,316,3
967,1218,550,432,365,314,3
921,1110,547,423,327,296,3
965,1171,538,398,332,270,3
955,1185,532,456,292,305,3
912,1209,565,468,336,299,3
914,1111,521,380,289,249,3
925,1144,540,399,291,247,3
835,1166,544,416,303,237,3
1002,1222,566,419,297,306,3
1142,1446,620,355,269,366,3
1177,1483,588,449,295,329,3
1053,1472,611,345,240,317,3
954,1287,520,310,453,294,3
946,1330,541,371,274,300,3
992,1311,529,352,268,274,3
1059,1344,556,302,270,237,3
1116,1467,574,394,323,264,3
1077,1416,581,351,302,284,3
953,1282,575,324,283,264,3
1098,1434,591,356,286,238,3
1071,1405,595,406,320,253,3
1115,1496,596,373,301,287,3
1020,1302,542,376,282,251,3
781,1120,473,377,289,286,3
723,1069,483,385,294,278,3
664,958,474,379,291,283,3
666,967,457,356,285,249,3
713,1073,477,380,318,266,3
761,1143,512,354,288,270,3
1250,1569,634,373,341,349,3
1219,1529,630,338,248,277,3
1276,1590,692,356,350,275,3
1006,1412,622,431,371,273,3
709,1069,491,343,328,271,3
799,1167,523,370,307,267,3
1125,1451,633,357,296,265,3
1225,1608,697,421,360,263,3
1359,1771,682,351,309,259,3
1296,1684,700,416,357,367,3
840,1222,528,317,235,182,3
993,1381,562,362,292,242,3
1140,1660,620,389,329,234,3
992,1353,555,367,304,243,3
1127,1514,617,303,270,221,3
1043,1466,616,400,327,261,3
1182,1486,614,321,273,207,3
1085,1472,593,271,220,201,3
1178,1589,611,325,282,277,3
1124,1608,672,257,270,191,3
1145,1569,624,369,270,258,3
767,1094,504,329,266,189,3
707,1010,467,399,267,266,3
751,913,462,301,242,184,3
605,716,421,358,225,171,3
568,704,447,558,357,154,3
593,604,402,414,343,338,3
665,974,508,1053,672,249,3
784,864,428,310,210,137,3
779,948,415,124,95,95,3
695,1002,426,167,118,108,3
1013,1178,587,497,417,324,3
943,1209,579,474,372,325,3
1030,1255,587,507,397,356,3
918,1167,564,435,328,303,3
983,1167,558,456,369,298,3
981,1260,558,442,324,290,3
922,1185,547,443,321,309,3
930,1179,559,440,321,294,3
938,1162,574,432,329,272,3
928,1107,559,403,297,278,3
953,1113,575,441,324,271,3
946,1182,525,433,322,254,3
1024,1160,546,459,314,295,3
977,1169,577,474,356,292,3
814,1096,502,357,248,236,3
1161,1541,680,471,366,415,3
1177,1526,680,407,521,456,3
1128,1661,683,396,531,442,3
1224,1536,670,423,322,428,3
1146,1580,658,376,431,413,3
1040,1432,596,435,311,326,3
1178,1408,636,491,286,363,3
1044,1447,554,338,374,339,3
893,1192,531,398,334,334,3
1064,1446,608,405,337,293,3
931,1296,575,398,298,305,3
996,1355,570,425,346,323,3
865,1223,514,383,332,262,3
1125,1436,565,407,332,271,3
1087,1382,592,369,306,284,3
1220,1506,634,372,296,273,3
1134,1469,619,392,294,250,3
1110,1491,618,379,320,288,3
1188,1438,624,383,318,276,3
1187,1530,667,342,239,272,3
1162,1547,658,431,309,291,3
1099,1485,597,391,309,292,3
1241,1487,650,473,356,283,3
1028,1429,605,431,345,288,3
949,1350,552,397,301,262,3
1206,1560,720,519,350,326,3
1320,1576,708,481,381,308,3
1294,1688,725,427,360,285,3
1113,1323,639,349,290,283,3
1357,1738,717,392,379,282,3
1320,1783,781,448,395,365,3
1174,1492,617,344,257,283,3
1181,1560,642,345,372,275,3
811,1149,509,405,258,272,3
1301,1577,653,355,371,270,3
1208,1567,674,342,257,267,3
914,1303,580,356,278,265,3
1214,1661,672,396,325,258,3
993,1437,574,406,301,366,3
836,1142,546,403,316,242,3
1154,1521,625,340,233,235,3
1094,1529,615,301,251,228,3
887,1300,562,471,411,339,3
1328,1751,693,377,277,214,3
1075,1450,555,361,254,207,3
1227,1670,671,355,269,201,3
681,1022,477,367,282,195,3
742,1158,475,307,260,193,3
674,1051,473,336,271,235,3
644,887,432,322,245,201,3
765,1020,464,386,256,271,3
622,847,433,299,228,224,3
802,850,542,647,384,174,3
615,768,538,1146,983,369,3
599,822,425,610,311,156,3
715,892,423,359,164,109,3
777,1113,555,351,185,129,3
664,848,427,204,133,108,3
845,930,435,197,164,158,3
1033,1281,618,579,434,337,3
1018,1264,609,542,424,356,3
1018,1323,623,497,445,351,3
999,1215,573,432,354,318,3
956,1261,615,476,399,311,3
966,1210,561,511,367,297,3
985,1209,555,452,364,310,3
919,1260,609,442,373,314,3
947,1136,544,424,338,284,3
963,1208,551,465,324,309,3
1000,1146,546,454,307,273,3
1011,1282,612,458,340,317,3
1004,1165,574,544,332,302,3
932,1131,516,387,296,253,3
878,1106,519,383,307,246,3
1017,1318,589,473,355,292,3
902,1086,507,363,243,233,3
911,1150,551,364,292,274,3
1208,1668,701,534,424,384,3
1228,1587,734,568,479,363,3
1280,1648,693,564,457,437,3
1205,1609,704,469,418,421,3
1249,1630,687,541,516,410,3
1244,1538,702,515,317,404,3
1164,1510,693,511,304,387,3
1000,1293,586,395,337,366,3
1112,1325,624,448,394,335,3
1090,1437,652,446,344,320,3
955,1354,558,442,353,310,3
1055,1452,646,471,375,312,3
1141,1422,644,408,355,329,3
1032,1366,587,447,355,325,3
1233,1509,631,394,330,273,3
1262,1534,668,433,367,302,3
1112,1418,589,397,297,269,3
860,1190,524,379,291,253,3
1234,1516,676,434,333,295,3
1215,1591,653,421,365,303,3
1199,1559,665,446,296,293,3
1121,1454,618,449,319,308,3
1111,1464,641,442,358,298,3
1280,1653,706,456,373,297,3
1223,1559,667,438,299,287,3
1297,1588,703,461,299,295,3
1294,1617,709,451,277,296,3
1360,1661,710,447,285,296,3
1323,1730,710,416,274,293,3
1336,1630,715,395,313,291,3
1331,1698,743,367,303,288,3
